full_text,teks_bersih,label
@Steffany_Syn @BANGSAygSUJUD @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Kl menurutku sih ini tujuan awal mau nyerng Pertamina tp keblabasan . SPBU swasta aja menolak penggunaan etanol pdhl cmn 3 5%. Lah ini bobibos 100% etanol dpt 1000 km jebol itu mesin. Sy sependpt sm km yg diuji coba itu pasti udh campuran sm BB fosil. https://t.co/08LlbrXaKf,Steffany_Syn BANGSAygSUJUD 99propaganda are_inismyname arum_melasari kiwalipitu Ndons_Back SBaigin florieliciouss xquitavee tonybulumanu FDonghun menurutku tujuan awal nyerng Pertamina keblabasan SPBU swasta menolak penggunaan etanol pdhl bobibos etanol 1000 jebol mesin sependpt diuji coba pasti campuran fosil httpstco08LlbrXaKf,
@yucky_taco67035 @KangManto123 Tidak benar secara umum. Bensin Pertamina seperti Pertamax dirancang aman untuk mesin standar. Klaim kerusakan sering dari hoaks atau BBM oplosan/bercampur etanol berlebih yang bisa korosi pada mesin lawas. Gunakan dari SPBU resmi untuk menghindari risiko. Sumber: Pertamina &amp;,yucky_taco67035 KangManto123 Tidak benar secara umum Bensin Pertamina seperti Pertamax dirancang aman untuk mesin standar Klaim kerusakan sering dari hoaks atau oplosanbercampur etanol berlebih yang bisa korosi pada mesin lawas Gunakan dari SPBU resmi untuk menghindari risiko Sumber Pertamina,
@kesah_berkeluh @hakimsrg ya itu mah emang batal tapi BP udah beli ke Pertamina berarti udah sesuai standar mereka dong. ini akun BP di Instagram sendiri yang bilang kalau gak mengandung etanol untuk saat ini https://t.co/hYo2ZuEQc8,kesah_berkeluh hakimsrg emang batal tapi udah beli Pertamina berarti udah sesuai standar mereka dong akun Instagram sendiri yang bilang kalau mengandung etanol untuk saat httpstcohYo2ZuEQc8,
@pertamina yg ngangkut etanol jenisnya yg gmn?,pertamina ngangkut etanol jenisnya,
Vivo &amp; BP tu udah beli bensin dari Pertamina. pas dateng dua kontainer ternyata bensinnya ga memenuhi standar vivo makanya vivo batalin pembelian. tu bensin yang dua kontainer sekarang adalah bensin yang dioplos etanol dijual pertamina biar kendaraan kalian semua modyar.,Vivo udah beli bensin dari Pertamina dateng kontainer ternyata bensinnya memenuhi standar vivo makanya vivo batalin pembelian bensin yang kontainer sekarang adalah bensin yang dioplos etanol dijual pertamina biar kendaraan kalian semua modyar,
@hakimsrg @grok gimana sih cara obyektif ngecek kualitas BBM sendiri tanpa lab mahal? Terus kenapa ya banyak yang bilang BP sekarang lebih boros setelah beli base fuel dari Pertamina? Apa karena etanol atau sulfur atau cuma faktor psikologis gara gara gak suka Pertamina? Lalu kebijakan,hakimsrg grok gimana cara obyektif ngecek kualitas sendiri tanpa mahal Terus kenapa banyak yang bilang sekarang lebih boros setelah beli base fuel dari Pertamina karena etanol atau sulfur atau cuma faktor psikologis gara gara suka Pertamina Lalu kebijakan,
@hakimsrg BP kan rekanan di indo AKR yg punya industri kimia kayanya dia bisa misah etanol dari bensin dasar pertamina yg memenuhi syarat itu. shell dan vivo ga punya kayanya.,hakimsrg rekanan indo punya industri kimia kayanya bisa misah etanol dari bensin dasar pertamina memenuhi syarat shell vivo punya kayanya,
@Kzonna889 @sharpandshark Bobibos itu cuma pengalihan isu dari masalah etanol 10% pertamina. Etanol memang bisa dipakai untuk pembakaran tp masalahnya etanol HIGROSKOPIS (mengikat air) dan INDONESIA IKLIMNYA TROPIS (kelembaban udara tinggi). Efeknya bahan bakar yg terpapar udara akan menyerap air.,Kzonna889 sharpandshark Bobibos cuma pengalihan dari masalah etanol pertamina Etanol memang bisa dipakai untuk pembakaran masalahnya etanol HIGROSKOPIS mengikat INDONESIA IKLIMNYA TROPIS kelembaban udara tinggi Efeknya bahan bakar terpapar udara akan menyerap,
@BANGSAygSUJUD @Merdeka2124 @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Bobibos itu etanol..sama dg yg kmrn gaduh d pertamina aman/ngga masih perlu kajian mendalam krn yg ditunjukkan cm sebatas demo blm tau efek jangka panjang pemakaian bbm yg sifatnya mengikat air thd mesin injektor dan tangki yg berbahan besi,BANGSAygSUJUD Merdeka2124 99propaganda are_inismyname arum_melasari kiwalipitu Ndons_Back SBaigin florieliciouss xquitavee tonybulumanu FDonghun Bobibos etanolsama kmrn gaduh pertamina amanngga masih perlu kajian mendalam ditunjukkan sebatas demo efek jangka panjang pemakaian sifatnya mengikat mesin injektor tangki berbahan besi,
Dan andai bahlil menghina BTS juga kebongkar kasus korupsi pertamina dan bensin ga oplosan etanol lagi ,andai bahlil menghina juga kebongkar kasus korupsi pertamina bensin oplosan etanol lagi,
Bukan Pertalite Ini BBM Pertamina dengan Kandungan Etanol https://t.co/R71MC3daHm,Bukan Pertalite Pertamina dengan Kandungan Etanol httpstcoR71MC3daHm,
@HumorJonTampan @pertamina @MyPertaminaID Bukan gegara etanol tapi karena yg punya perusahaan minyak bbm nya tolol..,HumorJonTampan pertamina MyPertaminaID Bukan gegara etanol tapi karena punya perusahaan minyak tolol,
@postraumatized @araafi_aprilia Sejauh ini beberapa kendaraan di indonesia tidak siap dgn pencampuran etanol dalam bahan bakar yg di produksi pertamina. Ga hanya pertalite beberapa kendaraanpun mengalami hal serupa ketika mengisi pertamax.,postraumatized araafi_aprilia Sejauh beberapa kendaraan indonesia tidak siap pencampuran etanol dalam bahan bakar produksi pertamina hanya pertalite beberapa kendaraanpun mengalami serupa ketika mengisi pertamax,
@xremiums Motor brebet karena pembakaran di busi kurang= level 1 Pembakaran di busi kurang karena bensin bercampur air = level 2 Bensin campur air karena sifatnya etanol menarik air fi udara= level 3 Semuanya benar tapi masa sekelas Pertamina gak paham?,xremiums Motor brebet karena pembakaran busi kurang level Pembakaran busi kurang karena bensin bercampur level Bensin campur karena sifatnya etanol menarik udara level Semuanya benar tapi masa sekelas Pertamina paham,
@masjalah Spt omonnya pertamina motor brebet bukannkrn etanol tapi busi .,masjalah omonnya pertamina motor brebet bukannkrn etanol tapi busi,
Kalo dibaca sekilas berasal dari tanaman artinya ini etanol ya. Wajar kalo etanol punya oktan yg tinggi Jadi yg kemaren marah2 soal pertamina pakai campuram etanol jangan pernah pakai bahan bakar ini... Karena etanolnya lebih tinggi... Awokwok...,Kalo dibaca sekilas berasal dari tanaman artinya etanol Wajar kalo etanol punya oktan tinggi Jadi kemaren marah2 soal pertamina pakai campuram etanol jangan pernah pakai bahan bakar Karena etanolnya lebih tinggi Awokwok,
@VIRGO1409271346 Klw jaman 2014 sampai 2024 ntar bisa jadi tersangka pula pertamina kan ggk harus ditinggal tp kan bisa ngebeli dari mereka biar ggk ke Singapura lagi..... Tinggal nambahin etanol doank lagi.... Lebih irit modal,VIRGO1409271346 jaman 2014 sampai 2024 ntar bisa jadi tersangka pula pertamina harus ditinggal bisa ngebeli dari mereka biar Singapura lagi Tinggal nambahin etanol doank lagi Lebih irit modal,
@Bambangmulyonoo Pasti bahlul akan berkata bahwa yang gak bener mesin motornya karena pertalite campur air dan etanol SDH sesuai standard Pertamina.. ... Wkwkwk,Bambangmulyonoo Pasti bahlul akan berkata bahwa yang bener mesin motornya karena pertalite campur etanol sesuai standard Pertamina Wkwkwk,
@blaugrana1O Parah penistaan logo pertamina dulu ini pak bahlil liat nih pak keknya boti ini perlu disuntik etanol,blaugrana1O Parah penistaan logo pertamina dulu bahlil liat keknya boti perlu disuntik etanol,
Belakangan muncul keluhan soal Pertalite yang disebut bikin motor mogok &amp; mbrebet. Publik ramai opini mulai terbentuk tapi bagaimana faktanya? Ingat! Bukan semua info viral = kebenaran. Cek fakta dulu sebelum panik. #Pertamina #BBM #Pertalite #Etanol #mesin #berita #viral https://t.co/QNCqiRMNLK,Belakangan muncul keluhan soal Pertalite yang disebut bikin motor mogok mbrebet Publik ramai opini mulai terbentuk tapi bagaimana faktanya Ingat Bukan semua info viral kebenaran fakta dulu sebelum panik Pertamina Pertalite Etanol mesin berita viral httpstcoQNCqiRMNLK,
Kalau beginian dijual bebas Pertanol (Pertamina Etanol) bisa keringetan .. CC Bahenol (Bahlil Etanol) @bahlillahadalia @pertamina - Btw pemerintah harusnya mendorong dan mensupport prestasi anak bangsa. Ini penemuan yang justru bisa menguntungkan negara kita juga. https://t.co/5tkkMQgbM1,Kalau beginian dijual bebas Pertanol Pertamina Etanol bisa keringetan Bahenol Bahlil Etanol bahlillahadalia pertamina pemerintah harusnya mendorong mensupport prestasi anak bangsa penemuan yang justru bisa menguntungkan negara kita juga httpstco5tkkMQgbM1,
@JohnSmithcuj @soprettyuu @peredam03 Penyebab kerusakan tangki motor dari bensin Pertamina bisa karena campuran etanol (E10) yang menyebabkan korosi jika komponen tidak kompatibel kontaminasi air di SPBU atau masalah perawatan seperti filter tersumbat dan busi kotor. Pertamina membantah kontaminasi saran cek,JohnSmithcuj soprettyuu peredam03 Penyebab kerusakan tangki motor dari bensin Pertamina bisa karena campuran etanol yang menyebabkan korosi jika komponen tidak kompatibel kontaminasi SPBU atau masalah perawatan seperti filter tersumbat busi kotor Pertamina membantah kontaminasi saran,
Pertamina Patra Niaga menegaskan bahwa kabar Pertalite mengandung etanol tidak benar dan menyesatkan. Hasil percobaan mencampur Pertalite dengan air bukan bukti adanya etanol melainkan reaksi alami antara zat non-polar dan polar. https://t.co/QuTbh5o79F,Pertamina Patra Niaga menegaskan bahwa kabar Pertalite mengandung etanol tidak benar menyesatkan Hasil percobaan mencampur Pertalite dengan bukan bukti adanya etanol melainkan reaksi alami antara nonpolar polar httpstcoQuTbh5o79F,
Pertamina Patra Niaga Tegaskan Pertalite Tidak Mengandung Etanol https://t.co/Plft8Gw2PS,Pertamina Patra Niaga Tegaskan Pertalite Tidak Mengandung Etanol httpstcoPlft8Gw2PS,
 Kebijakan etanol masih berada dalam tahap perencanaan jangka panjang untuk mendukung transisi energi hijau belum diterapkan... Wakil Ketua Komisi VI DPR RI Fraksi Partai Golkar Nurdin Halid #partaigolkar #bahlillahadalia #golkar2029 #61TahunGolkar https://t.co/qlZtLMCniR https://t.co/NVZDpD5Df7,Kebijakan etanol masih berada dalam tahap perencanaan jangka panjang untuk mendukung transisi energi hijau belum diterapkan Wakil Ketua Komisi Fraksi Partai Golkar Nurdin Halid partaigolkar bahlillahadalia golkar2029 61TahunGolkar httpstcoqlZtLMCniR httpstcoNVZDpD5Df7,
@PresidenKopi Aku mikir... Itu klo dari Pertamina yg udah plus etanol.. Apakah pertamina nambahin air? Kalo bensin di campur etanol saja.. Apakah bisa memunculkan air?,PresidenKopi mikir dari Pertamina udah plus etanol Apakah pertamina nambahin Kalo bensin campur etanol saja Apakah bisa memunculkan,
@omelette75416 @satusrongpuluh @ncerbgt @Dhea0529 @araafi_aprilia @ya_12224 @e100ss Artikel itu mengonfirmasi BP membeli 100.000 barel base fuel RON 92 dari Pertamina tapi awalnya ragu karena kandungan etanol 3 5%. BP jamin kualitas tetap konsisten. Sumber lain seperti Reuters &amp; Antara News juga sebut etanol jadi isu utama meski Indonesia izinkan hingga 20%.,omelette75416 satusrongpuluh ncerbgt Dhea0529 araafi_aprilia ya_12224 e100ss Artikel mengonfirmasi membeli 100000 barel base fuel dari Pertamina tapi awalnya ragu karena kandungan etanol jamin kualitas tetap konsisten Sumber lain seperti Reuters Antara News juga sebut etanol jadi utama meski Indonesia izinkan hingga,
@shugasandarwa88 @Cutty__Flam @dimas_drg dari berita uda dibilang memang yg dibeli dari pertamina bbm murni karena mereka jg gk mau beli bbm yg uda dioplos etanol,shugasandarwa88 Cutty__Flam dimas_drg dari berita dibilang memang dibeli dari pertamina murni karena mereka beli dioplos etanol,
-rek kalian ada sg motor e kena virus bahlil trus minta klaim ganti rugi ndek pertamina ta rek? Aku dah nyimpen nota nya ini motorku dah brebet² kena etanol. Aku isi pertamax kukira bakal bisa ternyata sama aja masih mogok,kalian motor kena virus bahlil trus minta klaim ganti rugi ndek pertamina nyimpen nota motorku brebet² kena etanol pertamax kukira bakal bisa ternyata sama masih mogok,
@Ngadinopanser @_riverheaven Ya etanol murni untuk lab atau teknis memang relatif mahal karena proses penyulingan tinggi. Namun bioetanol bahan bakar dibuat massal dari limbah tebu atau molases lokal harganya bisa lebih kompetitif setelah subsidi pemerintah. Campuran E5-E10 di Pertamina bertujuan kurangi,Ngadinopanser _riverheaven etanol murni untuk atau teknis memang relatif mahal karena proses penyulingan tinggi Namun bioetanol bahan bakar dibuat massal dari limbah tebu atau molases lokal harganya bisa lebih kompetitif setelah subsidi pemerintah Campuran E5E10 Pertamina bertujuan kurangi,
@enasdhuhri @ObiWan_Catnobi Analisis: Kemungkinan campur air di Pertalite bisa disebabkan etanol (kandungan ~3.5% saat ini) yang higroskopis menyerap uap air dari kelembaban tropis Indonesia (70-90%). Ini berpotensi picu pemisahan fase terutama jika tangki terbuka atau penyimpanan lama. Namun Pertamina,enasdhuhri ObiWan_Catnobi Analisis Kemungkinan campur Pertalite bisa disebabkan etanol kandungan saat yang higroskopis menyerap dari kelembaban tropis Indonesia 7090 berpotensi picu pemisahan fase terutama jika tangki terbuka atau penyimpanan lama Namun Pertamina,
Bahlil emang sengaja diutus Jkw &amp; LBP utk hancurkan pertamina dr mulai korupsi harga kilang minyak dibakar sampai dg bbm campur etanol &amp; air tujuannya menghancurkan perekonomian rakyat &amp; pemerintahan Indonesia,Bahlil emang sengaja diutus hancurkan pertamina mulai korupsi harga kilang minyak dibakar sampai campur etanol tujuannya menghancurkan perekonomian rakyat pemerintahan Indonesia,
@vigi_lantye @xtramadolx @GNFI oke bacot lu bilang luar negri udah pake E20 - E50 sekarang berani ga adu sampel bbm busuk pertamina ama BBM campur etanol dari luar?,vigi_lantye xtramadolx GNFI bacot bilang luar negri udah pake sekarang berani sampel busuk pertamina campur etanol dari luar,
@vigi_lantye @Kingomingo000 @GNFI Lo teknik mesin? Harus nya tau mesin tong. Makanya gue tanya kenapa banyak yang ngeluh pakai pertamina lo bilang kalau pajero sama beat harusnya aman. Tapi kenapa banyak yang ngeluh? Kalau tweet lo fokus nya ke bbm etanol dari dulu juga udah pake 2-5%.,vigi_lantye Kingomingo000 GNFI teknik mesin Harus mesin tong Makanya tanya kenapa banyak yang ngeluh pakai pertamina bilang kalau pajero sama beat harusnya aman Tapi kenapa banyak yang ngeluh Kalau tweet fokus etanol dari dulu juga udah pake,
Saya pribadi udah pernah test beberapa jenis bbm pertamina yg bener cuma pertamax turbo doang. Itupun bener dalam artian gada campuran air dan minim etanol ga benernya pertamax turbo test dalam selang waktu 2 minggu ron/oktan hanya di angka 92-95 artinya ga bener sesuai klaim 98,Saya pribadi udah pernah test beberapa jenis pertamina bener cuma pertamax turbo doang Itupun bener dalam artian gada campuran minim etanol benernya pertamax turbo test dalam selang waktu minggu ronoktan hanya angka 9295 artinya bener sesuai klaim,
@idextratime Pertamina sekarang udah dicampur etanol kan? Etanol nyerap air air di udara sekalipun diserap katanya.,idextratime Pertamina sekarang udah dicampur etanol Etanol nyerap udara sekalipun diserap katanya,
@araafi_aprilia Isi dalem pomnya apa pertamina juga masih mengandung etanol ,araafi_aprilia dalem pomnya pertamina juga masih mengandung etanol,
@e100ss Jadi apa keterangan Pertamina ini berarti kebijakan campuran etanol di 2026 gak jadi? Alhamdulillah... *perasaan gak enak nih kayaknya kenyataannya gak bakal gitu,e100ss Jadi keterangan Pertamina berarti kebijakan campuran etanol 2026 jadi Alhamdulillah perasaan enak kayaknya kenyataannya bakal gitu,
@Malangraya_info Sinting ya?? Se-ampas apa Pertamina sampe kompetitornya restock malah disambut sebagai kabar gembira Klo khawatir ada kandungan etanol lebih mending mana daripada produk Pertamina coba? ,Malangraya_info Sinting Seampas Pertamina sampe kompetitornya restock malah disambut sebagai kabar gembira khawatir kandungan etanol lebih mending mana daripada produk Pertamina coba,
ETANOL..oh ETANOL Belajar pintar juga dong jangan mau dibodohi hanya karena viral.... yang menyesatkan biasanya orang/ grup pembela kalah pilpres Pemerintah dan Pertamina terus berinovasi menuju energi bersih tanpa mengorbankan kepentingan rakyat kecil. Program campuran https://t.co/znMXtWJuYK,ETANOLoh ETANOL Belajar pintar juga dong jangan dibodohi hanya karena viral yang menyesatkan biasanya orang grup pembela kalah pilpres Pemerintah Pertamina terus berinovasi menuju energi bersih tanpa mengorbankan kepentingan rakyat kecil Program campuran httpstcoznMXtWJuYK,
@ya_12224 @araafi_aprilia kl pertamina jls y bang ditambah etanol dan aer,ya_12224 araafi_aprilia pertamina bang ditambah etanol,
@jzna19 @sicupuh Belum ada konfirmasi resmi bahwa Pertamina mengganti resep BBM BP. Baru-baru ini BP-AKR batal beli base fuel Pertamina karena kandungan etanol 3.5% tapi pasokan sudah dipulihkan lewat kesepakatan. Mungkin base fuelnya disesuaikan tapi formula akhir BP tetap pakai aditif mereka,jzna19 sicupuh Belum konfirmasi resmi bahwa Pertamina mengganti resep Barubaru BPAKR batal beli base fuel Pertamina karena kandungan etanol tapi pasokan sudah dipulihkan lewat kesepakatan Mungkin base fuelnya disesuaikan tapi formula akhir tetap pakai aditif mereka,
@GampankMonther @sharpandshark ron92 juga kan kemarin ada etanol 3 5% makanya swasta gak mau beli dari Pertamina.,GampankMonther sharpandshark ron92 juga kemarin etanol makanya swasta beli dari Pertamina,
@SilalahiAgum @ARSIPAJA Ya penggunaan 10% etanol oleh Pertamina bisa kurangi impor minyak karena ganti sebagian bensin. Dampak signifikan: butuh 1 4 juta kL etanol/tahun untuk E10 potong impor setara. Etanol bisa produksi dalam negeri dari tebu/singkong kapasitas saat ini 303 ribu kL rencana,SilalahiAgum ARSIPAJA penggunaan etanol oleh Pertamina bisa kurangi impor minyak karena ganti sebagian bensin Dampak signifikan butuh juta etanoltahun untuk potong impor setara Etanol bisa produksi dalam negeri dari tebusingkong kapasitas saat ribu rencana,
@b4nGs4d_ulL @somexthread Ya ada laporan ratusan motor mogok/brebet di Jatim (seperti Bojonegoro Tuban Lamongan) sejak 24 Okt 2025 usai isi Pertalite diduga karena campuran etanol. Tapi Pertamina bantah ada etanol di Pertalite saat ini dan pakar ITB bilang kecil kemungkinan perlu uji lab. Penyebab,b4nGs4d_ulL somexthread laporan ratusan motor mogokbrebet Jatim seperti Bojonegoro Tuban Lamongan sejak 2025 usai Pertalite diduga karena campuran etanol Tapi Pertamina bantah etanol Pertalite saat pakar bilang kecil kemungkinan perlu Penyebab,
@Suryo____ Pertamina mencampur etanol 10% ke BBM untuk mengurangi emisi karbon ketergantungan impor bensin (sekitar 27 juta ton/tahun) dan menciptakan lapangan kerja dari produksi etanol berbasis tebu/singkong. Rencana ini mulai 2026-2027 sebagai transisi energi bersih. Namun ada,Suryo____ Pertamina mencampur etanol untuk mengurangi emisi karbon ketergantungan impor bensin sekitar juta tontahun menciptakan lapangan kerja dari produksi etanol berbasis tebusingkong Rencana mulai 20262027 sebagai transisi energi bersih Namun,
Ya @grok apa urgensinya pertamina campur etanol 10% di BBM ?,grok urgensinya pertamina campur etanol,
@jzna19 @Adrianussatrio Berdasarkan info terbaru hingga Oktober 2025 Pertamina dan BP-AKR udah sepakat pasok base fuel yang disesuaikan spesifikasi BP termasuk soal kandungan etanol biar gak ngerusak resep mereka. Gak ada pernyataan eksplisit nggak oplos tapi pasokan udah normal lagi setelah,jzna19 Adrianussatrio Berdasarkan info terbaru hingga Oktober 2025 Pertamina BPAKR udah sepakat pasok base fuel yang disesuaikan spesifikasi termasuk soal kandungan etanol biar ngerusak resep mereka pernyataan eksplisit nggak oplos tapi pasokan udah normal lagi setelah,
@ARSIPAJA Bahan bakar yang dijual oleh pertamina masih lulus uji emisi euro 2 eh sok sok an mau pakai etanol 10%. Sedangkan pabrikan berbahan bakar bensin dan diesel dalam negeri belum siap kendaraannya untuk menenggak bahan bakar dengan kadar E10,ARSIPAJA Bahan bakar yang dijual oleh pertamina masih lulus emisi euro pakai etanol Sedangkan pabrikan berbahan bakar bensin diesel dalam negeri belum siap kendaraannya untuk menenggak bahan bakar dengan kadar,
Apakah aturan pemerintah yang mewajibkan kandungan etanol itu semata-mata buat hal positif kayak ngurangin polusi dan ketergantungan minyak bumi ATAU justru buat matiin saingannya secara instan? Padahal kualitas BBM Pertamina aja masih dipertanyakan !!,Apakah aturan pemerintah yang mewajibkan kandungan etanol sematamata buat positif kayak ngurangin polusi ketergantungan minyak bumi ATAU justru buat matiin saingannya secara instan Padahal kualitas Pertamina masih dipertanyakan,
Bingung motor karbu gua ini mau diisi bensin atau nggak dulu ya? katanya bensin Pertamina sekarang ada kandungan etanol 10%. Jelas nggak cocok buat motor tua gua. Sementara saingannya yg terbukti bagus Shell &amp; Vivo stoknya (kayak sengaja dibuat) kosong ,Bingung motor karbu diisi bensin atau nggak dulu katanya bensin Pertamina sekarang kandungan etanol Jelas nggak cocok buat motor Sementara saingannya terbukti bagus Shell Vivo stoknya kayak sengaja dibuat kosong,
hmmm meramalkan akn ad demo besar ke pertamina krn campuran etanol,hmmm meramalkan demo besar pertamina campuran etanol,
@dodisegrovee @DpkWulan @tempodotco Benar temuan Kejagung pada kasus tata kelola impor BBM mengungkap adanya etanol hingga 3 5% di base fuel impor Pertamina yang menyebabkan SPBU swasta seperti Vivo menolak pembelian karena tak sesuai spesifikasi nol etanol. Namun Pertamina menegaskan bahwa produk akhir seperti,dodisegrovee DpkWulan tempodotco Benar temuan Kejagung pada kasus tata kelola impor mengungkap adanya etanol hingga base fuel impor Pertamina yang menyebabkan SPBU swasta seperti Vivo menolak pembelian karena sesuai spesifikasi etanol Namun Pertamina menegaskan bahwa produk akhir seperti,
semoga ga ada etanol antri uda panjang + etanol kn mantaf #pertamina #bahlilhantuterorbbm https://t.co/RA0FCCIPCM,semoga etanol antri panjang etanol mantaf pertamina bahlilhantuterorbbm httpstcoRA0FCCIPCM,
@Jateng_Twit @pertamina Ngapain kasian sama Presiden? Presiden aja sampe sekarang masi percaya sama itu orang dgn ga di-resuffle. Udah lah jangan ikut2an pake gaya false dilemma-nya Bahlil pas ngomong kalo ga suka etanol brati ga cinta lingkungan. ,Jateng_Twit pertamina Ngapain kasian sama Presiden Presiden sampe sekarang masi percaya sama orang diresuffle Udah jangan ikut2an pake gaya false dilemmanya Bahlil ngomong kalo suka etanol brati cinta lingkungan,
@Jateng_Twit @pertamina Kukira cuma dagelan Kita yg lulusan SMA IPA Mondar mandir di Lab. Kimia Yg nmnya Etanol dicampur Bensin Oktan Normal ( Sedia kala) yaaa kudu Laporan ke Pabrik Kendaraan Ngasihhh Kerjaan lagi buat nemuin Teknologi pengolah ET Yo goro2 ET Gegara ET Gagal piala Dunia ,Jateng_Twit pertamina Kukira cuma dagelan Kita lulusan Mondar mandir Kimia nmnya Etanol dicampur Bensin Oktan Normal Sedia kala yaaa kudu Laporan Pabrik Kendaraan Ngasihhh Kerjaan lagi buat nemuin Teknologi pengolah goro2 Gegara Gagal piala Dunia,
@kerjadarirumahq @kompascom Bahlil merespons SPBU swasta yang ogah beli BBM dari Pertamina karena campur etanol 3 5% padahal kuota impor mereka habis sejak Agustus. Pemerintah arahkan beli B2B dari Pertamina yang stoknya aman tapi swasta nggak mau karena khawatir soal etanol. Dia tekankan jangan paksakan,kerjadarirumahq kompascom Bahlil merespons SPBU swasta yang ogah beli dari Pertamina karena campur etanol padahal kuota impor mereka habis sejak Agustus Pemerintah arahkan beli dari Pertamina yang stoknya aman tapi swasta nggak karena khawatir soal etanol tekankan jangan paksakan,
@Doneh beberapa minggu kemarin sempat baca berita bahwa emang etanol membuat kandungan BBM lebih boros. tapi kan etanol di shell dari dulu kan emang ga masalah. pasti persentase etanol di pertamax diakalin pertamina ni. bangsat emang. mentang2 ga punya kompetitor sih.,Doneh beberapa minggu kemarin sempat baca berita bahwa emang etanol membuat kandungan lebih boros tapi etanol shell dari dulu emang masalah pasti persentase etanol pertamax diakalin pertamina bangsat emang mentang2 punya kompetitor,
@kenhans03 @pertamina @MyPertaminaID menteri etanol mana...ya?,kenhans03 pertamina MyPertaminaID menteri etanol manaya,
